YEAR BUILT,TEST,NEIGHBORHOOD
1930,385000,MIDTOWN EAST             
1916,385000,MURRAY HILL              
1900,385000,MURRAY HILL              
1958,385000,MURRAY HILL              
1910,385000,UPPER EAST SIDE (59-79)  
1960,385000,UPPER EAST SIDE (59-79)  
1964,385000,UPPER EAST SIDE (59-79)  
1961,385000,UPPER EAST SIDE (59-79)  
1956,385000,UPPER EAST SIDE (59-79)  
1970,385000,UPPER EAST SIDE (79-96)  
1963,385000,UPPER EAST SIDE (79-96)  
1920,385000,UPPER WEST SIDE (79-96)  
1951,385000,WASHINGTON HEIGHTS UPPER 
1957,384000,MURRAY HILL              
1928,383750,MIDTOWN EAST             
1963,383292,UPPER EAST SIDE (79-96)  
1900,383228,LOWER EAST SIDE          
1952,383000,GREENWICH VILLAGE-CENTRAL
1952,383000,GREENWICH VILLAGE-CENTRAL
1930,382000,GRAMERCY                 
1916,382000,MURRAY HILL              
1961,382000,UPPER EAST SIDE (79-96)  
1963,381000,UPPER EAST SIDE (59-79)  
1920,380350,CHELSEA                  
2012,380250,WASHINGTON HEIGHTS LOWER 
2012,380250,WASHINGTON HEIGHTS LOWER 
1931,380000,GRAMERCY                 
1961,380000,GRAMERCY                 
1926,380000,HARLEM-CENTRAL           
1957,380000,HARLEM-CENTRAL           
1926,380000,INWOOD                   
1960,380000,LOWER EAST SIDE          
1930,380000,MIDTOWN EAST             
1951,380000,MIDTOWN EAST             
1929,380000,MIDTOWN EAST             
1962,380000,MIDTOWN EAST             
1930,380000,MIDTOWN WEST             
1964,380000,MIDTOWN WEST             
1965,380000,MURRAY HILL              
1958,380000,MURRAY HILL              
1954,380000,MURRAY HILL              
1910,380000,UPPER EAST SIDE (59-79)  
1929,380000,UPPER EAST SIDE (59-79)  
1956,380000,UPPER EAST SIDE (59-79)  
1959,380000,UPPER EAST SIDE (79-96)  
1930,380000,UPPER WEST SIDE (96-116) 
1910,380000,UPPER WEST SIDE (96-116) 
1950,380000,WASHINGTON HEIGHTS UPPER 
1957,379500,HARLEM-CENTRAL           
1976,379000,GRAMERCY                 
1926,379000,GREENWICH VILLAGE-CENTRAL
1900,379000,MIDTOWN WEST             
1962,378000,MIDTOWN EAST             
1953,378000,MURRAY HILL              
1963,378000,UPPER EAST SIDE (79-96)  
1920,377625,UPPER EAST SIDE (59-79)  
1930,377500,MIDTOWN WEST             
1951,377060,WASHINGTON HEIGHTS UPPER 
1949,377000,LOWER EAST SIDE          
1970,377000,MIDTOWN EAST             
1983,377000,UPPER EAST SIDE (79-96)  
1958,376000,UPPER EAST SIDE (59-79)  
1955,375500,LOWER EAST SIDE          
1950,375252,WASHINGTON HEIGHTS UPPER 
2012,375202,WASHINGTON HEIGHTS LOWER 
1909,375180,HARLEM-CENTRAL           
1930,375180,MURRAY HILL              
2012,375180,WASHINGTON HEIGHTS LOWER 
1920,375000,CLINTON                  
1910,375000,CLINTON                  
1964,375000,GRAMERCY                 
1920,375000,GRAMERCY                 
1930,375000,GREENWICH VILLAGE-CENTRAL
1911,375000,GREENWICH VILLAGE-WEST   
1910,375000,GREENWICH VILLAGE-WEST   
1910,375000,HARLEM-EAST              
1953,375000,INWOOD                   
1930,375000,JAVITS CENTER            
1960,375000,LOWER EAST SIDE          
1962,375000,MIDTOWN CBD              
1970,375000,MIDTOWN EAST             
1962,375000,MIDTOWN WEST             
1941,375000,MIDTOWN WEST             
1945,375000,MIDTOWN WEST             
1964,375000,MIDTOWN WEST             
1920,375000,MORNINGSIDE HEIGHTS      
1935,375000,MURRAY HILL              
1930,375000,MURRAY HILL              
1910,375000,UPPER EAST SIDE (59-79)  
1964,375000,UPPER EAST SIDE (59-79)  
1964,375000,UPPER EAST SIDE (59-79)  
1964,375000,UPPER EAST SIDE (59-79)  
1931,375000,UPPER EAST SIDE (59-79)  
1963,375000,UPPER EAST SIDE (59-79)  
1910,375000,UPPER EAST SIDE (79-96)  
1910,375000,UPPER EAST SIDE (79-96)  
1910,375000,UPPER EAST SIDE (79-96)  
1963,375000,UPPER EAST SIDE (79-96)  
1925,375000,UPPER EAST SIDE (79-96)  
1931,375000,UPPER WEST SIDE (79-96)  
1923,375000,UPPER WEST SIDE (96-116) 
1900,375000,UPPER WEST SIDE (96-116) 
1951,375000,WASHINGTON HEIGHTS UPPER 
2002,375000,WASHINGTON HEIGHTS UPPER 
1917,374500,HARLEM-CENTRAL           
1957,374000,MURRAY HILL              
1962,373800,MIDTOWN CBD              
1925,373250,UPPER EAST SIDE (79-96)  
1937,372590,UPPER EAST SIDE (59-79)  
1900,372550,EAST VILLAGE             
1951,372500,INWOOD                   
1959,372500,UPPER EAST SIDE (79-96)  
1908,371519,HARLEM-UPPER             
1920,370110,UPPER EAST SIDE (59-79)  
1963,370110,UPPER EAST SIDE (79-96)  
1901,370000,CLINTON                  
1925,370000,FLATIRON                 
1931,370000,GRAMERCY                 
1958,370000,GRAMERCY                 
1965,370000,GRAMERCY                 
1940,370000,HARLEM-CENTRAL           
2003,370000,HARLEM-EAST              
2006,370000,HARLEM-EAST              
1912,370000,HARLEM-UPPER             
1963,370000,JAVITS CENTER            
1959,370000,KIPS BAY                 
1962,370000,MIDTOWN EAST             
1963,370000,MIDTOWN EAST             
1930,370000,MIDTOWN EAST             
1931,370000,MIDTOWN EAST             
1956,370000,MORNINGSIDE HEIGHTS      
1957,370000,MURRAY HILL              
1955,370000,MURRAY HILL              
1963,370000,UPPER EAST SIDE (79-96)  
1955,370000,UPPER EAST SIDE (79-96)  
1925,370000,UPPER WEST SIDE (59-79)  
1925,370000,UPPER WEST SIDE (79-96)  
1920,370000,UPPER WEST SIDE (96-116) 
1920,370000,WASHINGTON HEIGHTS UPPER 
1909,370000,WASHINGTON HEIGHTS UPPER 
1963,370000,WASHINGTON HEIGHTS UPPER 
1926,369000,GREENWICH VILLAGE-CENTRAL
1955,369000,MIDTOWN EAST             
1910,368000,FLATIRON                 
1957,368000,UPPER EAST SIDE (59-79)  
1915,367500,UPPER EAST SIDE (79-96)  
1901,367000,CLINTON                  
1955,367000,MIDTOWN EAST             
1962,367000,UPPER EAST SIDE (59-79)  
1961,366667,GRAMERCY                 
1926,365040,MORNINGSIDE HEIGHTS      
1920,365000,ALPHABET CITY            
1920,365000,CLINTON                  
1957,365000,CLINTON                  
1900,365000,EAST VILLAGE             
1900,365000,GREENWICH VILLAGE-CENTRAL
1926,365000,GREENWICH VILLAGE-CENTRAL
2005,365000,HARLEM-EAST              
1900,365000,HARLEM-UPPER             
1956,365000,INWOOD                   
1960,365000,LOWER EAST SIDE          
1977,365000,MIDTOWN EAST             
1977,365000,MIDTOWN EAST             
1929,365000,MIDTOWN EAST             
1959,365000,MIDTOWN EAST             
1960,365000,MURRAY HILL              
1963,365000,MURRAY HILL              
1963,365000,MURRAY HILL              
1910,365000,UPPER EAST SIDE (59-79)  
1930,365000,UPPER EAST SIDE (79-96)  
1950,365000,UPPER EAST SIDE (79-96)  
1965,365000,UPPER EAST SIDE (79-96)  
1905,365000,UPPER WEST SIDE (59-79)  
1915,365000,UPPER WEST SIDE (59-79)  
1915,365000,UPPER WEST SIDE (59-79)  
1925,365000,UPPER WEST SIDE (59-79)  
1922,365000,UPPER WEST SIDE (79-96)  
1909,365000,UPPER WEST SIDE (96-116) 
1920,365000,WASHINGTON HEIGHTS LOWER 
1939,365000,WASHINGTON HEIGHTS UPPER 
1963,364026,MURRAY HILL              
1987,363800,WASHINGTON HEIGHTS UPPER 
1937,363082,INWOOD                   
1926,363000,GREENWICH VILLAGE-CENTRAL
1924,363000,MIDTOWN CBD              
1900,362534,UPPER EAST SIDE (59-79)  
1930,362500,UPPER WEST SIDE (59-79)  
1957,362000,CLINTON                  
1964,360500,UPPER WEST SIDE (96-116) 
1951,360170,WASHINGTON HEIGHTS UPPER 
1920,360000,ALPHABET CITY            
1920,360000,ALPHABET CITY            
1920,360000,ALPHABET CITY            
1915,360000,ALPHABET CITY            
1901,360000,CLINTON                  
1928,360000,FASHION                  
1952,360000,GREENWICH VILLAGE-CENTRAL
1917,360000,HARLEM-CENTRAL           
1920,360000,HARLEM-UPPER             
1960,360000,MIDTOWN EAST             
1959,360000,MIDTOWN EAST             
1968,360000,MIDTOWN EAST             
1962,360000,MIDTOWN WEST             
1932,360000,MURRAY HILL              
1932,360000,MURRAY HILL              
1957,360000,MURRAY HILL              
1960,360000,MURRAY HILL              
1910,360000,UPPER EAST SIDE (59-79)  
1963,360000,UPPER EAST SIDE (59-79)  
1963,360000,UPPER EAST SIDE (79-96)  
1959,360000,UPPER EAST SIDE (79-96)  
1926,360000,UPPER WEST SIDE (59-79)  
1925,360000,UPPER WEST SIDE (59-79)  
1939,360000,WASHINGTON HEIGHTS UPPER 
1940,359970,HARLEM-CENTRAL           
1940,359970,HARLEM-CENTRAL           
1931,359750,MURRAY HILL              
1900,359000,ALPHABET CITY            
1926,359000,GREENWICH VILLAGE-CENTRAL
2004,359000,HARLEM-CENTRAL           
1963,359000,JAVITS CENTER            
1960,359000,MIDTOWN CBD              
1960,359000,MIDTOWN CBD              
1920,359000,WASHINGTON HEIGHTS LOWER 
1963,359000,WASHINGTON HEIGHTS UPPER 
1924,358000,MIDTOWN CBD              
1965,357500,CIVIC CENTER             
1929,357500,UPPER EAST SIDE (59-79)  
1962,357500,UPPER WEST SIDE (59-79)  
1923,357314,GREENWICH VILLAGE-CENTRAL
1920,356981,UPPER EAST SIDE (59-79)  
1965,356000,KIPS BAY                 
1928,355500,WASHINGTON HEIGHTS UPPER 
1925,355000,FLATIRON                 
1931,355000,GRAMERCY                 
1925,355000,GREENWICH VILLAGE-WEST   
1957,355000,HARLEM-CENTRAL           
1917,355000,HARLEM-CENTRAL           
1910,355000,KIPS BAY                 
1968,355000,MIDTOWN EAST             
1931,355000,MURRAY HILL              
1900,355000,UPPER EAST SIDE (59-79)  
1959,355000,UPPER EAST SIDE (59-79)  
1964,355000,UPPER EAST SIDE (59-79)  
1956,355000,UPPER EAST SIDE (59-79)  
1963,355000,UPPER EAST SIDE (79-96)  
1924,355000,WASHINGTON HEIGHTS UPPER 
1963,355000,WASHINGTON HEIGHTS UPPER 
1987,355000,WASHINGTON HEIGHTS UPPER 
1926,354900,MORNINGSIDE HEIGHTS      
1951,353483,WASHINGTON HEIGHTS UPPER 
1913,353000,UPPER WEST SIDE (59-79)  
1937,352738,INWOOD                   
1912,352500,MORNINGSIDE HEIGHTS      
1912,352500,MORNINGSIDE HEIGHTS      
1910,352500,UPPER EAST SIDE (59-79)  
1963,352500,UPPER EAST SIDE (79-96)  
1929,352500,UPPER WEST SIDE (96-116) 
1951,352163,WASHINGTON HEIGHTS UPPER 
1920,352000,ALPHABET CITY            
1904,352000,MANHATTAN VALLEY         
1930,352000,MIDTOWN EAST             
1940,352000,MURRAY HILL              
1935,352000,MURRAY HILL              
1920,351500,ALPHABET CITY            
1963,351000,MURRAY HILL              
1900,350000,ALPHABET CITY            
1950,350000,CHELSEA                  
1901,350000,CLINTON                  
1920,350000,CLINTON                  
1920,350000,CLINTON                  
1909,350000,GREENWICH VILLAGE-CENTRAL
1961,350000,GREENWICH VILLAGE-CENTRAL
1926,350000,GREENWICH VILLAGE-CENTRAL
1929,350000,GREENWICH VILLAGE-WEST   
1994,350000,HARLEM-CENTRAL           
1900,350000,HARLEM-CENTRAL           
2007,350000,HARLEM-EAST              
1912,350000,HARLEM-UPPER             
1925,350000,INWOOD                   
1951,350000,INWOOD                   
1951,350000,INWOOD                   
1937,350000,INWOOD                   
1963,350000,JAVITS CENTER            
1949,350000,LOWER EAST SIDE          
1924,350000,MIDTOWN CBD              
1960,350000,MIDTOWN CBD              
1901,350000,MIDTOWN EAST             
1963,350000,MIDTOWN EAST             
1928,350000,MIDTOWN EAST             
1931,350000,MIDTOWN EAST             
1930,350000,MURRAY HILL              
1942,350000,MURRAY HILL              
1910,350000,UPPER EAST SIDE (59-79)  
1924,350000,UPPER EAST SIDE (59-79)  
1963,350000,UPPER EAST SIDE (59-79)  
1963,350000,UPPER EAST SIDE (59-79)  
1964,350000,UPPER EAST SIDE (59-79)  
1956,350000,UPPER EAST SIDE (59-79)  
1959,350000,UPPER EAST SIDE (59-79)  
1920,350000,UPPER EAST SIDE (79-96)  
1920,350000,UPPER EAST SIDE (79-96)  
1910,350000,UPPER EAST SIDE (79-96)  
1961,350000,UPPER EAST SIDE (79-96)  
1960,350000,UPPER EAST SIDE (79-96)  
1910,350000,UPPER WEST SIDE (59-79)  
1925,350000,UPPER WEST SIDE (59-79)  
1930,350000,UPPER WEST SIDE (59-79)  
1900,350000,UPPER WEST SIDE (79-96)  
1900,350000,UPPER WEST SIDE (79-96)  
1910,350000,UPPER WEST SIDE (79-96)  
1914,350000,UPPER WEST SIDE (79-96)  
1901,350000,UPPER WEST SIDE (79-96)  
1929,350000,UPPER WEST SIDE (96-116) 
1930,350000,WASHINGTON HEIGHTS LOWER 
1963,350000,WASHINGTON HEIGHTS UPPER 
1951,349224,WASHINGTON HEIGHTS UPPER 
1926,349000,GREENWICH VILLAGE-CENTRAL
1956,349000,INWOOD                   
1929,349000,MIDTOWN EAST             
1940,349000,MIDTOWN EAST             
1931,349000,MURRAY HILL              
1963,349000,MURRAY HILL              
1963,349000,UPPER EAST SIDE (59-79)  
1910,349000,UPPER EAST SIDE (79-96)  
1905,349000,UPPER WEST SIDE (59-79)  
1901,349000,UPPER WEST SIDE (79-96)  
1951,348860,WASHINGTON HEIGHTS UPPER 
1951,347531,WASHINGTON HEIGHTS UPPER 
1917,347500,HARLEM-CENTRAL           
1962,347500,KIPS BAY                 
1910,347500,MORNINGSIDE HEIGHTS      
1939,347500,WASHINGTON HEIGHTS UPPER 
1956,347000,MORNINGSIDE HEIGHTS      
1963,347000,UPPER EAST SIDE (79-96)  
1926,347000,UPPER WEST SIDE (79-96)  
1926,345000,GREENWICH VILLAGE-CENTRAL
1926,345000,HARLEM-UPPER             
1930,345000,JAVITS CENTER            
1942,345000,MIDTOWN EAST             
1956,345000,MORNINGSIDE HEIGHTS      
1931,345000,MURRAY HILL              
1950,345000,UPPER EAST SIDE (59-79)  
1957,345000,UPPER EAST SIDE (59-79)  
1920,345000,UPPER EAST SIDE (79-96)  
1925,345000,UPPER EAST SIDE (79-96)  
1940,345000,UPPER EAST SIDE (79-96)  
1950,345000,UPPER EAST SIDE (79-96)  
1900,345000,UPPER WEST SIDE (79-96)  
1945,345000,UPPER WEST SIDE (96-116) 
1963,345000,WASHINGTON HEIGHTS UPPER 
1951,345000,WASHINGTON HEIGHTS UPPER 
1951,344774,WASHINGTON HEIGHTS UPPER 
1930,344573,HARLEM-CENTRAL           
1900,344000,HARLEM-CENTRAL           
1963,343000,JAVITS CENTER            
1938,342500,MIDTOWN EAST             
1910,341000,UPPER WEST SIDE (79-96)  
1951,341000,WASHINGTON HEIGHTS UPPER 
1940,340411,MURRAY HILL              
1923,340000,ALPHABET CITY            
1920,340000,ALPHABET CITY            
1965,340000,CIVIC CENTER             
1928,340000,FASHION                  
1926,340000,GREENWICH VILLAGE-CENTRAL
1890,340000,HARLEM-CENTRAL           
1920,340000,HARLEM-CENTRAL           
1900,340000,HARLEM-CENTRAL           
1965,340000,KIPS BAY                 
1920,340000,LOWER EAST SIDE          
1970,340000,MIDTOWN EAST             
1960,340000,MIDTOWN EAST             
1956,340000,MORNINGSIDE HEIGHTS      
1955,340000,MURRAY HILL              
1938,340000,MURRAY HILL              
1955,340000,MURRAY HILL              
1929,340000,UPPER EAST SIDE (59-79)  
1959,340000,UPPER EAST SIDE (59-79)  
1963,340000,UPPER EAST SIDE (59-79)  
1920,340000,UPPER EAST SIDE (79-96)  
1920,340000,UPPER EAST SIDE (79-96)  
1927,340000,UPPER WEST SIDE (59-79)  
1913,340000,UPPER WEST SIDE (59-79)  
1920,340000,UPPER WEST SIDE (79-96)  
1910,340000,UPPER WEST SIDE (79-96)  
1910,340000,UPPER WEST SIDE (96-116) 
1925,340000,UPPER WEST SIDE (96-116) 
1929,340000,UPPER WEST SIDE (96-116) 
1920,339900,EAST VILLAGE             
2012,339690,WASHINGTON HEIGHTS LOWER 
1931,339500,MURRAY HILL              
1901,339000,ALPHABET CITY            
1901,339000,ALPHABET CITY            
1929,339000,CLINTON                  
1962,339000,KIPS BAY                 
1960,339000,MIDTOWN CBD              
1941,339000,UPPER EAST SIDE (79-96)  
1925,339000,WASHINGTON HEIGHTS UPPER 
1951,339000,WASHINGTON HEIGHTS UPPER 
1939,339000,WASHINGTON HEIGHTS UPPER 
1951,338595,WASHINGTON HEIGHTS UPPER 
1939,338000,INWOOD                   
1962,338000,UPPER EAST SIDE (59-79)  
1910,338000,UPPER EAST SIDE (79-96)  
1951,337905,WASHINGTON HEIGHTS UPPER 
1962,337000,MURRAY HILL              
1940,337000,WASHINGTON HEIGHTS UPPER 
1913,336577,UPPER EAST SIDE (79-96)  
1940,336574,HARLEM-CENTRAL           
1951,336248,WASHINGTON HEIGHTS UPPER 
1910,336000,CLINTON                  
1970,336000,MIDTOWN EAST             
1915,336000,UPPER WEST SIDE (96-116) 
1950,335000,ALPHABET CITY            
1900,335000,CHELSEA                  
1938,335000,CHELSEA                  
1910,335000,CLINTON                  
1926,335000,GREENWICH VILLAGE-CENTRAL
1961,335000,GREENWICH VILLAGE-WEST   
2005,335000,HARLEM-EAST              
1925,335000,INWOOD                   
1939,335000,INWOOD                   
1960,335000,JAVITS CENTER            
1965,335000,KIPS BAY                 
1949,335000,LOWER EAST SIDE          
1930,335000,MIDTOWN EAST             
1930,335000,MIDTOWN WEST             
1962,335000,MURRAY HILL              
1935,335000,MURRAY HILL              
1910,335000,UPPER EAST SIDE (59-79)  
1962,335000,UPPER EAST SIDE (59-79)  
1962,335000,UPPER EAST SIDE (59-79)  
1962,335000,UPPER EAST SIDE (59-79)  
1963,335000,UPPER EAST SIDE (59-79)  
1962,335000,UPPER EAST SIDE (59-79)  
1957,335000,UPPER EAST SIDE (79-96)  
1925,335000,UPPER WEST SIDE (59-79)  
1930,335000,UPPER WEST SIDE (59-79)  
1939,335000,WASHINGTON HEIGHTS UPPER 
1939,335000,WASHINGTON HEIGHTS UPPER 
1951,335000,WASHINGTON HEIGHTS UPPER 
1955,334620,MURRAY HILL              
1926,334500,HARLEM-UPPER             
1931,334000,MURRAY HILL              
1929,333606,CLINTON                  
1930,333500,JAVITS CENTER            
1963,333000,UPPER EAST SIDE (79-96)  
1951,331900,WASHINGTON HEIGHTS UPPER 
1924,331000,MIDTOWN WEST             
1959,331000,UPPER EAST SIDE (59-79)  
1964,330000,GRAMERCY                 
1957,330000,HARLEM-CENTRAL           
1939,330000,INWOOD                   
1970,330000,MIDTOWN EAST             
1959,330000,MIDTOWN EAST             
1930,330000,MIDTOWN EAST             
1930,330000,MURRAY HILL              
1910,330000,UPPER EAST SIDE (59-79)  
1905,330000,UPPER EAST SIDE (79-96)  
1925,330000,UPPER EAST SIDE (79-96)  
1925,330000,UPPER WEST SIDE (59-79)  
1929,330000,UPPER WEST SIDE (96-116) 
1929,330000,UPPER WEST SIDE (96-116) 
1928,329000,MIDTOWN EAST             
1929,329000,MIDTOWN EAST             
1965,329000,MURRAY HILL              
1962,329000,MURRAY HILL              
1950,329000,UPPER EAST SIDE (59-79)  
1910,329000,UPPER EAST SIDE (79-96)  
1920,329000,UPPER EAST SIDE (79-96)  
1963,328919,MURRAY HILL              
1963,328000,MURRAY HILL              
1957,328000,UPPER EAST SIDE (59-79)  
1952,327000,INWOOD                   
1960,327000,MIDTOWN EAST             
1910,327000,UPPER EAST SIDE (59-79)  
1962,327000,UPPER EAST SIDE (79-96)  
1905,327000,UPPER WEST SIDE (59-79)  
1922,326476,UPPER WEST SIDE (59-79)  
1939,326300,GREENWICH VILLAGE-WEST   
1929,326000,UPPER EAST SIDE (59-79)  
1962,326000,UPPER EAST SIDE (59-79)  
2006,325000,CHELSEA                  
1929,325000,CLINTON                  
1928,325000,FASHION                  
1956,325000,GRAMERCY                 
1955,325000,LOWER EAST SIDE          
1955,325000,LOWER EAST SIDE          
1930,325000,MIDTOWN EAST             
1929,325000,MIDTOWN EAST             
1929,325000,MIDTOWN EAST             
1968,325000,MIDTOWN EAST             
1988,325000,MIDTOWN EAST             
1912,325000,MORNINGSIDE HEIGHTS      
1962,325000,MURRAY HILL              
1955,325000,MURRAY HILL              
1960,325000,MURRAY HILL              
1910,325000,UPPER EAST SIDE (59-79)  
1910,325000,UPPER EAST SIDE (59-79)  
1964,325000,UPPER EAST SIDE (59-79)  
1963,325000,UPPER EAST SIDE (79-96)  
1959,325000,UPPER EAST SIDE (96-110) 
1918,325000,UPPER WEST SIDE (59-79)  
1910,325000,UPPER WEST SIDE (79-96)  
1929,325000,UPPER WEST SIDE (96-116) 
